-1.90771376E+04-2.32398012E+00 3.84878093E+00 1.59362693E-02-3.29104470E-05    3
 3.07543714E-08-1.06986890E-11-1.85384636E+04 1.20850997E+01-1.69176686E+04    4
ALBr3             tpis96AL 1.BR 3.   0.   0.G   200.000  6000.000 1000.        1
 9.62728244E+00 3.93065960E-04-1.56632732E-07 2.70430694E-11-1.69491718E-15    2
-5.23474596E+04-1.33343068E+01 5.15802123E+00 2.42628704E-02-4.98302034E-05    3
 4.64069271E-08-1.61085515E-11-5.16288434E+04 7.07198963E+00-4.93687137E+04    4
ALCL              tpis96AL 1.CL 1.   0.   0.G   200.000  6000.000 1000.        1
 4.25183896E+00 4.15726751E-04-1.87099326E-07 4.08714375E-11-2.38212319E-15    2
-7.43950011E+03 3.02182739E+00 2.82485909E+00 8.15239470E-03-1.61816976E-05    3
 1.47784964E-08-5.05509694E-12-7.22318475E+03 9.49032333E+00-6.13475033E+03    4
ALCL+             j 6/76AL 1.CL 1.E -1.   0.G   298.150  6000.000 1000.        1
 4.75028617E+00-5.93934576E-04 3.93094445E-07-6.69688993E-11 3.55482845E-15    2
 1.02152275E+05 7.67304671E-01 2.85348379E+00 6.76352898E-03-1.15905220E-05    3
 9.33937162E-09-2.87983039E-12 1.02589976E+05 1.00896955E+01 1.03656055E+05    4
ALCL2             tpis96AL 1.CL 2.   0.   0.G   200.000  6000.000 1000.        1
 6.66350979E+00 3.83627444E-04-1.79798786E-07 3.92861344E-11-2.82682051E-15    2
-3.10548577E+04-3.35088553E+00 3.34487106E+00 1.72432074E-02-3.38885644E-05    3
 3.05759592E-08-1.03716755E-11-3.04901522E+04 1.19815827E+01-2.89703485E+04    4
ALCL3             tpis96AL 1.CL 3.   0.   0.G   200.000  6000.000 1000.        1
 9.42290880E+00 6.05941078E-04-2.40836213E-07 4.15099036E-11-2.59854605E-15    2
-7.33009248E+04-1.65605801E+01 3.82819248E+00 2.86463835E-02-5.57743348E-05    3
 5.00465757E-08-1.69198918E-11-7.23330713E+04 9.37362604E+00-7.03203031E+04    4
ALF               tpis96AL 1.F  1.   0.   0.G   200.000  6000.000 1000.        1
 4.13314261E+00 4.54970185E-04-1.67977415E-07 2.93497104E-11-1.31791837E-15    2
-3.30850208E+04 2.02275631E+00 2.99393603E+00 3.47657547E-03-1.81050089E-06    3
-1.43530549E-09 1.22346205E-12-3.27879013E+04 7.87379640E+00-3.17589907E+04    4
ALF+              j 6/76AL 1.F  1.E -1.   0.G   298.150  6000.000 1000.        1
 3.06883454E+00 1.88081157E-03-5.19127588E-07 5.25733084E-11-1.39703647E-15    2
 8.23551316E+04 8.62862579E+00 2.75221305E+00 4.62968636E-03-5.00474738E-06    3
 2.29948734E-09-1.94944573E-13 8.22695033E+04 9.60912018E+00 8.32560862E+04    4
ALF2              tpis96AL 1.F  2.   0.   0.G   200.000  6000.000 1000.        1
 6.18419842E+00 8.63881063E-04-3.51168192E-07 6.19864475E-11-3.84447195E-15    2
-7.80411754E+04-4.03483147E+00 3.57716224E+00 7.97773315E-03-5.28828848E-06    3
-1.45089934E-09 1.93934570E-12-7.73557751E+04 9.34714227E+00-7.59833322E+04    4
ALF2-             tpis96AL 1.F  2.E  1.   0.G   298.150  6000.000 1000.        1
 6.15769175E+00 8.69536562E-04-3.42067174E-07 5.85603823E-11-3.64875974E-15    2
-1.04676355E+05-4.82335318E+00 2.73622232E+00 1.33202145E-02-1.82282633E-05    3
 1.20393359E-08-3.12743672E-12-1.03888596E+05 1.20910956E+01-1.02619479E+05    4
ALF3              tpis96AL 1.F  3.   0.   0.G   200.000  6000.000 1000.        1
 8.72584103E+00 1.31746988E-03-5.18840416E-07 8.88892985E-11-5.54145857E-15    2
-1.48384759E+05-1.74908058E+01 3.10960734E+00 2.22464635E-02-3.11755490E-05    3
 2.08482703E-08-5.42097390E-12-1.47120878E+05 1.01381871E+01-1.45441756E+05    4
ALH               tpis96AL 1.H  1.   0.   0.G   200.000  6000.000 1000.        1
 3.72478578E+00 6.32386825E-04-1.99391646E-07 6.60158703E-11-7.21970753E-15    2
 2.87183821E+04 9.31030764E-01 3.76320123E+00-2.70563006E-03 8.64901458E-06    3
-8.03343301E-09 2.54342437E-12 2.89142397E+04 1.64163525E+00 2.99777200E+04    4
ALH2              tpis96AL 1.H  2.   0.   0.G   200.000  6000.000 1000.        1
 4.20321491E+00 2.48970278E-03-8.65811719E-07 1.44801835E-10-9.17041830E-15    2
 3.17523133E+04 6.17096798E-01 3.90104892E+00-3.77499788E-04 7.94189970E-06    3
-7.98141793E-09 2.47870649E-12 3.20861563E+04 3.25450304E+00 3.32880390E+04    4
ALH3(a) hexagonal tpis96AL 1.H  3.   0.   0.S   200.000   500.000  500.        1
 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
 0.00000000E+00 0.00000000E+00 5.30117889E+00-6.46962489E-02 4.25045632E-04    3
-9.15194010E-07 6.70242408E-10-2.33902643E+03-1.94324790E+01-1.37109703E+03    4
ALH3              tpis96AL 1.H  3.   0.   0.G   200.000  6000.000 1000.        1
 4.77952816E+00 5.04053806E-03-1.90509863E-06 3.17881627E-10-1.94638230E-14    2
 1.35169049E+04-4.58490499E+00 3.56061877E+00 6.20469167E-04 1.79093902E-05    3
-2.20570753E-08 8.17998251E-12 1.42948690E+04 3.75630461E+00 1.55025468E+04    4
ALO               tpis96AL 1.O  1.   0.   0.G   200.000  6000.000 1000.        1
 2.87812691E+00 1.96920280E-03-3.86303536E-07 7.31791832E-12 2.48454782E-15    2
 7.28872515E+03 9.56556843E+00 3.34913178E+00-7.30811097E-05 7.10157373E-06    3
-1.06139198E-08 4.70712402E-12 7.05728468E+03 6.97458001E+00 8.09656925E+03    4
ALO+              j12/79AL 1.O  1.E -1.   0.G   298.150  6000.000 1000.        1
 4.29093661E+00 4.92245916E-04-2.12294045E-07 4.18216651E-11-2.85544866E-15    2
 1.18037481E+05 2.98400907E+00 2.93533307E+00 5.29912567E-03-7.43695204E-06    3
 5.42615920E-09-1.61381120E-12 1.18373971E+05 9.76159561E+00 1.19428926E+05    4
ALO-              g11/97AL 1.O  1.E  1.   0.G   298.150  6000.000 1000.        1
 3.91850008E+00 6.17942912E-04-2.29985454E-07 3.92308587E-11-2.43416740E-15    2
-3.41142504E+04 2.77103620E+00 3.09324180E+00 1.66199309E-03 1.61563353E-06    3
-3.65358763E-09 1.62597343E-12-3.38287005E+04 7.32869634E+00-3.28247585E+04    4
ALOH              tpis96AL 1.O  1.H  1.   0.G   200.000  6000.000 1000.        1
 5.32035107E+00 1.53749698E-03-4.62221050E-07 6.51648148E-11-3.51601741E-15    2
-2.48827925E+04-4.10769440E+00 1.88637866E+00 1.91500884E-02-3.44896279E-05    3
 2.93417132E-08-9.43127661E-12-2.43462318E+04 1.16125493E+01-2.31838282E+04    4
HALO              tpis96AL 1.O  1.H  1.   0.G   200.000  6000.000 1000.        1
 5.39296829E+00 2.07444172E-03-7.93598994E-07 1.33476243E-10-8.21776869E-15    2
-1.68881278E+03-5.37967648E+00 2.23703733E+00 1.33495496E-02-1.81530597E-05    3
 1.36093635E-08-4.24382120E-12-9.05799979E+02 1.03922832E+01 2.19028421E+02    4
ALO2              tpis96AL 1.O  2.   0.   0.G   200.000  6000.000 1000.        1
 6.82788443E+00 7.33105641E-04-3.13759379E-07 5.96366292E-11-3.91258986E-15    2
-6.86225611E+03-7.06432998E+00 4.34294502E+00 8.65076281E-03-8.91492593E-06    3
 3.12927133E-09 9.49015044E-14-6.25626126E+03 5.43603439E+00-4.64944681E+03    4
ALO2-             tpis96AL 1.O  2.E  1.   0.G   298.150  6000.000 1000.        1
 6.51659307E+00 1.01736210E-03-4.00787469E-07 6.86801581E-11-4.28231614E-15    2
-5.66372748E+04-1.03030688E+01 1.83569359E+00 1.94564329E-02-2.94522027E-05    3
 2.15157949E-08-6.15815323E-12-5.56231101E+04 1.25075055E+01-5.44316169E+04    4
HALO2             tpis96H  1.AL 1.O  2.   0.G   200.000  6000.000 1000.        1
 6.72666854E+00 2.68102358E-03-9.13402599E-07 1.42409710E-10-8.32520174E-15    2
-4.50977250E+04-8.97898955E+00 2.60717448E+00 1.63507673E-02-1.69042752E-05    3
 7.16362780E-09-5.88920373E-13-4.41219974E+04 1.16079026E+01-4.27533975E+04    4
AL(OH)2           tpis96AL 1.O  2.H  2.   0.G   200.000  6000.000 1000.        1
 7.67252253E+00 4.33904584E-03-1.46690173E-06 2.27015022E-10-1.31860920E-14    2
-6.37362268E+04-1.12469223E+01 3.12169780E+00 2.08985897E-02-2.34949733E-05    3
 1.23527678E-08-2.11958634E-12-6.27326416E+04 1.11282357E+01-6.10571964E+04    4
AL(OH)3           tpis96AL 1.O  3.H  3.   0.G   200.000  6000.000 1000.        1
 1.07841409E+01 6.73871426E-03-2.29049596E-06 3.55913834E-10-2.07364574E-14    2
-1.25642999E+05-2.79335863E+01 2.86865635E+00 3.70565797E-02-4.65979938E-05    3
 2.91953582E-08-6.95506390E-12-1.23940276E+05 1.07009611E+01-1.21795216E+05    4
AL2               tpis96AL 2.   0.   0.   0.G   200.000  6000.000 1000.        1
 3.66903452E+00 1.41605532E-03-3.92217530E-07 1.27858107E-11 2.21296398E-15    2
 5.92622936E+04 8.28154361E+00 3.89590176E+00 3.61051441E-03-7.95806696E-06    3
 8.11722065E-09-2.95769877E-12 5.90260202E+04 6.34136554E+00 6.02923951E+04    4
AL2O              tpis96AL 2.O  1.   0.   0.G   200.000  6000.000 1000.        1
 6.83557723E+00 6.85036558E-04-2.69320700E-07 4.60912632E-11-2.87128689E-15    2
-2.00793927E+04-9.02360368E+00 4.07405095E+00 1.12981458E-02-1.66855499E-05    3
 1.20474407E-08-3.43957451E-12-1.94653414E+04 4.50607534E+00-1.78737275E+04    4
AL2O+             g 1/01AL 2.O  1.E -1.   0.G   298.150  6000.000 1000.        1
 6.94511658E+00 5.75195601E-04-2.26871641E-07 3.89079845E-11-2.42728867E-15    2
 7.58300239E+04-8.68734993E+00 4.09438385E+00 1.20464158E-02-1.86847101E-05    3
 1.39238227E-08-4.04999103E-12 7.64360434E+04 5.14609920E+00 7.80527353E+04    4
AL2O2             tpis96AL 2.O  2.   0.   0.G   200.000  6000.000 1000.        1
 9.14886135E+00 1.38425788E-03-5.42174706E-07 9.25638703E-11-5.75686436E-15    2
-5.15186949E+04-1.84651707E+01 4.83765565E+00 1.67010188E-02-2.23411191E-05    3
 1.48421603E-08-3.96196410E-12-5.04957125E+04 2.97081413E+00-4.84809794E+04    4
AL2O2+            g 2/01AL 2.O  2.E -1.   0.G   298.150  6000.000 1000.        1
 9.34123094E+00 6.94394586E-04-2.76707023E-07 4.77747141E-11-2.99440751E-15    2
 6.40422686E+04-1.90332289E+01 3.23329149E+00 2.88492189E-02-5.13168960E-05    3
 4.23213274E-08-1.32832429E-11 6.51738538E+04 9.75307024E+00 6.70440994E+04    4
AL2O3(a)          coda89AL 2.O  3.   0.   0.S   200.000  1200.000 1000.        1
 2.60994032E+00 3.76023553E-02-4.63474789E-05 2.73301680E-08-6.21672705E-12    2
-2.03702845E+05-1.83258490E+01-8.37648940E+00 1.09323686E-01-2.25731157E-04    3
 2.29482917E-07-9.22595951E-11-2.02316511E+05 2.94431298E+01-2.01539237E+05    4
AL2O3(b)          coda89AL 2.O  3.   0.   0.S  1200.000  2327.000 1200.        1
 1.22306950E+01 3.61303142E-03-1.36449202E-06 5.02558143E-10-6.84618788E-14    2
-2.05837976E+05-6.58728585E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00-2.01539237E+05    4
AL2O3(L)          coda89AL 2.O  3.   0.   0.C  2327.000  6000.000 2327.        1
 1.95922550E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-2.02769330E+05-1.10862203E+02 0.00000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00-2.01539237E+05    4
AL2O3             tpis96AL 2.O  3.   0.   0.G   200.000  6000.000 1000.        1
 1.18224768E+01 1.72547969E-03-6.77407352E-07 1.15824576E-10-7.21083594E-15    2
-6.97100145E+04-3.05568543E+01 5.63487396E+00 2.44276632E-02-3.39723369E-05    3
 2.31682578E-08-6.27929522E-12-6.82838850E+04 1.47501030E-02-6.57754372E+04    4
AR REF ELEMENT    g 5/97AR 1.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.50000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-7.45375000E+02 4.37967491E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-7.45375000E+02 4.37967491E+00 0.00000000E+00    4
Ar+               g 1/99AR 1.E -1.   0.   0.G   298.150  6000.000 1000.        1
 2.88112242E+00-1.61448253E-04 1.88408792E-08 1.05317052E-12-2.29902592E-16    2
 1.82698356E+05 3.47046630E+00 2.58499602E+00-1.27110792E-03 5.12646199E-06    3
-5.84033673E-09 2.13932496E-12 1.82879208E+05 5.48412539E+00 1.83628188E+05    4
B(S)              J 6/83B  1.   0.   0.   0.S   200.000  2350.000 1000.        1
 4.65240353E-01 5.41340428E-03-4.27394502E-06 1.64078967E-09-2.36097143E-13    2
-3.82371279E+02-3.49026326E+00-8.08653398E-01 7.60878131E-03 3.61359016E-06    3
-1.98165796E-08 1.32820096E-11-9.61202580E+01 3.02870683E+00 0.00000000E+00    4
B(L)              J 6/83B  1.   0.   0.   0.L  2350.000  6000.000 1000.        1
 3.81862551E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
 3.36060019E+03-2.07322599E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    4
B                 g 5/97B  1.   0.   0.   0.G   200.000  6000.000 1000.        1
 2.49778455E+00 2.78534980E-06 3.94721627E-10-1.06041107E-12 2.33487521E-16    2
 6.72092681E+04 4.22343763E+00 2.51055089E+00-6.20421035E-05 1.40066279E-07    3
-1.38303008E-10 4.98656349E-14 6.72067425E+04 4.16358201E+00 6.79534934E+04    4
BBr               g 9/98B  1.BR 1.   0.   0.G   200.000  6000.000 1000.        1
 4.06596622E+00 6.87896195E-04-3.58771313E-07 8.22912504E-11-5.15003813E-15    2
 2.76967194E+04 3.59665066E+00 2.80394190E+00 5.83921724E-03-8.27760543E-06    3
 5.47460751E-09-1.36792890E-12 2.79471713E+04 9.66575782E+00 2.89797424E+04    4
BBr2              g 9/98B  1.BR 2.   0.   0.G   200.000  6000.000 1000.        1
 6.68876371E+00 1.49409868E-04 4.43989571E-09 1.17461139E-12-4.43575189E-16    2
 9.60198376E+03-3.11456588E+00 3.22727346E+00 1.39740570E-02-2.21303152E-05    3
 1.65474267E-08-4.77509749E-12 1.03477699E+04 1.37175382E+01 1.17660111E+04    4
BBr3              tpis96B  1.BR 3.   0.   0.G   200.000  6000.000 1000.        1
 9.12363029E+00 9.11381834E-04-3.60183169E-07 6.18512364E-11-3.86211879E-15    2
-2.76565378E+04-1.37052438E+01 4.10461044E+00 2.20782595E-02-3.62530543E-05    3
 2.85251244E-08-8.72212204E-12-2.66288327E+04 1.04362822E+01-2.46917738E+04    4
BCL               g 9/98B  1.CL 1.   0.   0.G   200.000  6000.000 1000.        1
 3.96060840E+00 7.88572232E-04-3.93577588E-07 8.74005809E-11-5.82788738E-15    2
 2.07562581E+04 2.71464245E+00 3.07845655E+00 2.57184474E-03 5.37063987E-07    3
-3.86056863E-09 2.11037909E-12 2.10003108E+04 7.34667625E+00 2.20305751E+04    4
BCL+              j 6/68B  1.CL 1.E -1.   0.G   298.150  6000.000 1000.        1
 4.12401984E+00 4.36414184E-04-1.54895042E-07 2.59278088E-11-1.46602884E-15    2
 1.47120811E+05 2.54523130E+00 2.68536161E+00 5.53182543E-03-7.19657479E-06    3
 4.51432470E-09-1.10493619E-12 1.47457585E+05 9.68829414E+00 1.48448916E+05    4
BFCL              tpis96B  1.F  1.CL 1.   0.G   200.000  6000.000 1000.        1
 5.76165330E+00 1.28619826E-03-5.17515101E-07 9.12079695E-11-5.70185549E-15    2
-3.55454499E+04-1.77915806E+00 3.48319665E+00 6.58029375E-03-2.67034147E-06    3
-2.77025009E-09 1.99294374E-12-3.48807968E+04 1.01963386E+01-3.35779340E+04    4
BF2CL             tpis96B  1.F  2.CL 1.   0.G   200.000  6000.000 1000.        1
 7.73893383E+00 2.29588351E-03-8.94592203E-07 1.52235905E-10-9.44749261E-15    2
-1.09560624E+05-1.24820999E+01 2.17355072E+00 2.14020444E-02-2.74951023E-05    3
 1.81053779E-08-4.90285712E-12-1.08191088E+05 1.53952705E+01-1.06801243E+05    4
BCL2              tpis96B  1.CL 2.   0.   0.G   200.000  6000.000 1000.        1
 6.26222328E+00 7.90613091E-04-3.38073848E-07 6.61683171E-11-4.49230429E-15    2
-9.39775568E+03-3.69872932E+00 3.15653365E+00 1.11779178E-02-1.28090903E-05    3
 5.90336869E-09-6.52291343E-13-8.65845323E+03 1.18190344E+01-7.32231845E+03    4
BCL2+             g 1/01B  1.CL 2.E -1.   0.G   298.150  6000.000 1000.        1
 6.97131742E+00 5.84599002E-04-2.57827545E-07 5.15593459E-11-3.49492517E-15    2
 7.86329160E+04-9.17656801E+00 3.78496240E+00 1.41161616E-02-2.31271819E-05    3
 1.79679964E-08-5.39578522E-12 7.92759567E+04 6.11303420E+00 8.08604959E+04    4
BFCL2             tpis96B  1.F  1.CL 2.   0.G   200.000  6000.000 1000.        1
 8.26039261E+00 1.78022592E-03-6.96912138E-07 1.18953078E-10-7.39720747E-15    2
-8.01821539E+04-1.37080355E+01 2.52953441E+00 2.34730145E-02-3.43411634E-05    3
 2.52332335E-08-7.43935675E-12-7.88751178E+04 1.44952306E+01-7.73346836E+04    4
BCL3              tpis96B  1.CL 3.   0.   0.G   200.000  6000.000 1000.        1
 8.73621943E+00 1.30784587E-03-5.15359583E-07 8.83319544E-11-5.50852265E-15    2
-5.15844567E+04-1.59840186E+01 2.71699988E+00 2.56360798E-02-4.02411247E-05    3
 3.06760610E-08-9.17648685E-12-5.03001690E+04 1.32267605E+01-4.86498904E+04    4
BF                g10/97B  1.F  1.   0.   0.G   200.000  6000.000 1000.        1
 3.63349517E+00 9.08616476E-04-3.32423811E-07 5.40751733E-11-2.91779867E-15    2
-1.40708272E+04 2.95282892E+00 3.77734584E+00-3.27993792E-03 1.19678620E-05    3
-1.28568520E-08 4.65242726E-12-1.39238331E+04 3.13736130E+00-1.28608762E+04    4
BF2               tpis96B  1.F  2.   0.   0.G   200.000  6000.000 1000.        1
 5.39650008E+00 1.61732946E-03-6.27470630E-07 1.06464845E-10-6.59319570E-15    2
-6.19721588E+04-2.00244548E+00 3.76865982E+00 2.06633332E-03 8.29846306E-06    3
-1.31414580E-08 5.49423236E-12-6.13323161E+04 7.37107388E+00-6.00669076E+04    4
BF2+              j12/70B  1.F  2.E -1.   0.G   298.150  6000.000 1000.        1
 5.92460904E+00 1.59314819E-03-6.20914251E-07 1.05543287E-10-6.46137616E-15    2
 3.67541791E+04-7.61355970E+00 3.05094377E+00 1.05591297E-02-1.16172347E-05    3
 6.50464686E-09-1.50156075E-12 3.75095377E+04 7.00993580E+00 3.87980049E+04    4
BF2-              tpis96B  1.F  2.E  1.   0.G   298.150  6000.000 1000.        1
 5.50094074E+00 1.52462376E-03-5.94463182E-07 1.01189590E-10-6.28031898E-15    2
-9.02054435E+04-3.40424838E+00 2.85128358E+00 7.30572093E-03-2.39694156E-06    3
-3.42053664E-09 2.18648428E-12-8.94036302E+04 1.06447945E+01-8.82557076E+04    4
BF3               tpis96B  1.F  3.   0.   0.G   200.000  6000.000 1000.        1
 7.24978048E+00 2.77373964E-03-1.07633096E-06 1.82668972E-10-1.13149821E-14    2
-1.39304479E+05-1.24090625E+01 2.22087535E+00 1.68900633E-02-1.48070458E-05    3
 4.87832090E-09-6.36706339E-14-1.37920272E+05 1.35262888E+01-1.36628617E+05    4
BF4-              tpis96B  1.F  4.E  1.   0.G   298.150  6000.000 1000.        1
 1.03595420E+01 2.71707486E-03-1.06696286E-06 1.82460441E-10-1.13605743E-14    2
-2.15572394E+05-2.87290484E+01 2.93702838E-01 3.98890188E-02-5.58180327E-05    3
 3.81239442E-08-1.03078793E-11-2.13268237E+05 2.09338646E+01-2.11830402E+05    4
BH                g12/99B  1.H  1.   0.   0.G   200.000  6000.000 1000.        1
 4.36481245E+00-1.24937835E-03 1.06376244E-06-1.99745820E-10 1.09267484E-14    2
 5.25264191E+04-4.27227925E+00 3.54452288E+00-2.31822294E-04-1.32913349E-07    3
 2.13393954E-09-1.32334931E-12 5.29202564E+04 5.30536063E-01 5.39691700E+04    4
BHF2              J12/65B   1H   1F   2    0G   300.000  5000.000 1000.        1
 5.31845270E+00 4.74444660E-03-1.93378580E-06 3.55083820E-10-2.42936670E-14    2
-9.03750120E+04-3.04314020E+00 2.40536020E+00 9.27558440E-03 1.33864610E-06    3
-8.68078950E-09 4.12110150E-12-8.93884090E+04 1.28880442E+01-8.82623625E+04    4
BH2               g 2/00B  1.H  2.   0.   0.G   200.000  6000.000 1000.        1
 3.17823827E+00 3.39802269E-03-1.17144808E-06 1.83694379E-10-1.07698390E-14    2
 3.84693397E+04 4.23720076E+00 3.81925489E+00 4.99292843E-04 3.63772323E-06    3
-3.55526161E-09 1.17672806E-12 3.83718704E+04 1.25280319E+00 3.95584417E+04    4
BH3               g 1/00B  1.H  3.   0.   0.G   200.000  6000.000 1000.        1
 3.17527850E+00 6.17427788E-03-2.23882272E-06 3.63406302E-10-2.18285343E-14    2
 1.12094785E+04 2.41422435E+00 4.42666215E+00-7.00976798E-03 3.12943526E-05    3
-3.32541110E-08 1.19951756E-11 1.13733711E+04-1.61098145E+00 1.25980484E+04    4
BH4               g 5/00B  1.H  4.   0.   0.G   200.000  6000.000 1000.        1
 4.99717697E+00 7.54691378E-03-2.81116159E-06 4.64635113E-10-2.82647889E-14    2
 2.84460556E+04-6.09010154E+00 3.07170585E+00 3.96501941E-03 1.87998198E-05    3
-2.55910479E-08 9.92380230E-12 2.94823208E+04 6.18419626E+00 3.06945901E+04    4
BH5               g 2/00B  1.H  5.   0.   0.G   200.000  6000.000 1000.        1
 5.63001253E+00 9.25919276E-03-3.33357121E-06 5.38883044E-10-3.22870816E-14    2
 6.79501754E+03-8.08437491E+00 4.13394245E+00 4.85358870E-04 3.51963452E-05    3
-4.62278572E-08 1.84744407E-11 7.82503860E+03 2.72121825E+00 9.30747067E+03    4
BI                g 9/98B  1.I  1.   0.   0.G   200.000  6000.000 1000.        1
 4.13255621E+00 6.65291824E-04-4.10620835E-07 1.14270722E-10-8.94353697E-15    2
 3.79174528E+04 4.25559340E+00 2.73091932E+00 7.58474879E-03-1.36260384E-05    3
 1.15117691E-08-3.70884446E-12 3.81551059E+04 1.07518189E+01 3.92070611E+04    4
BI2               g 9/98B  1.I  2.   0.   0.G   200.000  6000.000 1000.        1
 6.80459970E+00 3.31397205E-05 4.93179475E-08-6.40587949E-12 2.41420669E-17    2
